INSTNM,CITY,STABBR,UGDS,PCTPELL
Ivy Tech Community College-East Central,Muncie,IN,5052,
Ivy Tech Community College-Kokomo,Kokomo,IN,2730,
Ivy Tech Community College-Lafayette,Lafayette,IN,4386,
Ivy Tech Community College-Northeast,Fort Wayne,IN,4647,
Ivy Tech Community College-South Central,Sellersburg,IN,2799,
Ivy Tech Community College-Southwest,Evansville,IN,3671,
Ivy Tech Community College-Wabash Valley,Terre Haute,IN,4342,
Ivy Tech Community College-Whitewater,Richmond,IN,1719,
Ivy Tech Community College-Northwest,Gary,IN,3897,
Ivy Tech Community College-Southeast,Madison,IN,1573,
Indiana University-Purdue University-Fort Wayne,Fort Wayne,IN,10513,
Indiana University-Purdue University-Indianapolis,Indianapolis,IN,20221,
University of Indianapolis,Indianapolis,IN,3301,
Indiana Institute of Technology,Fort Wayne,IN,2810,
University of Southern Indiana,Evansville,IN,9045,
Indiana State University,Terre Haute,IN,8345,
Indiana University-Kokomo,Kokomo,IN,2368,
Indiana University-South Bend,South Bend,IN,5714,
Indiana University-Bloomington,Bloomington,IN,29258,
Indiana University-Northwest,Gary,IN,4003,
Indiana University-Southeast,New Albany,IN,5133,
Indiana University-East,Richmond,IN,1924,
ITT Technical Institute-Indianapolis,Indianapolis,IN,2342,
Lincoln Technical Institute,Indianapolis,IN,1473,
Manchester College,North Manchester,IN,1021,
Marian College,Indianapolis,IN,1725,
Indiana Wesleyan University,Marion,IN,9125,
University of Notre Dame,Notre Dame,IN,8346,
Oakland City University,Oakland City,IN,1221,
Purdue University-Calumet Campus,Hammond,IN,7948,
Purdue University-North Central Campus,Westville,IN,3410,
Rose-Hulman Institute of Technology,Terre Haute,IN,1851,
University of Saint Francis-Ft Wayne,Fort Wayne,IN,1733,
Saint Josephs College,Rensselaer,IN,1015,
Saint Mary-of-the-Woods College,Saint Mary-Of-The-Woods,IN,1257,
Saint Mary's College,Notre Dame,IN,1489,
Taylor University,Upland,IN,1840,
Tri-State University,Angola,IN,1146,
Valparaiso University,Valparaiso,IN,2904,
Vincennes University,Vincennes,IN,8077,
Briar Cliff University,Sioux City,IA,1080,
Buena Vista University,Storm Lake,IA,2328,
Central College,Pella,IA,1423,
Coe College,Cedar Rapids,IA,1275,
Cornell College,Mount Vernon,IA,1115,
Des Moines Area Community College,Ankeny,IA,12466,
Dordt College,Sioux Center,IA,1231,
Drake University,Des Moines,IA,3191,
University of Dubuque,Dubuque,IA,1234,
Eastern Iowa Community College District,Davenport,IA,6210,
Graceland University-Lamoni,Lamoni,IA,1475,
Grand View College,Des Moines,IA,1645,
Grinnell College,Grinnell,IA,1584,
Hawkeye Community College,Waterloo,IA,4313,
Indian Hills Community College,Ottumwa,IA,2963,
Iowa Central Community College,Fort Dodge,IA,2267,
Iowa Lakes Community College,Estherville,IA,2005,
Iowa State University,Ames,IA,20440,
Iowa Western Community College,Council Bluffs,IA,3688,
University of Iowa,Iowa City,IA,19915,
Kirkwood Community College,Cedar Rapids,IA,13272,
Loras College,Dubuque,IA,1584,
Luther College,Decorah,IA,2431,
Marshalltown Community College,Marshalltown,IA,1627,
Morningside College,Sioux City,IA,1186,
Mount Mercy College,Cedar Rapids,IA,1448,
Ashford University,Clinton,IA,3414,
North Iowa Area Community College,Mason City,IA,3022,
University of Northern Iowa,Cedar Falls,IA,10727,
Northwestern College,Orange City,IA,1288,
Northeast Iowa Community College-Calmar,Calmar,IA,3053,
Saint Ambrose University,Davenport,IA,2730,
Simpson College,Indianola,IA,1902,
Southeastern Community College,West Burlington,IA,2211,
Upper Iowa University,Fayette,IA,4501,
Wartburg College,Waverly,IA,1728,
Western Iowa Tech Community College,Sioux City,IA,2517,
William Penn University,Oskaloosa,IA,1955,
Allen County Community College,Iola,KS,2745,
Baker University,Baldwin City,KS,1882,
Barton County Community College,Great Bend,KS,3552,
Benedictine College,Atchison,KS,1413,
Butler Community College,El Dorado,KS,5485,
Cloud County Community College,Concordia,KS,1272,
Coffeyville Community College,Coffeyville,KS,1240,
Cowley County Community College,Arkansas City,KS,3913,
Emporia State University,Emporia,KS,4299,
Fort Hays State University,Hays,KS,7650,
Friends University,Wichita,KS,2216,
Fort Scott Community College,Fort Scott,KS,1392,
Garden City Community College,Garden City,KS,1564,
Highland Community College,Highland,KS,1891,
Hutchinson Community College,Hutchinson,KS,3489,
Johnson County Community College,Overland Park,KS,11452,
Kansas City Kansas Community College,Kansas City,KS,3793,
University of Kansas Main Campus,Lawrence,KS,20449,
Newman University,Wichita,KS,1209,
Kansas State University,Manhattan,KS,18761,
MidAmerica Nazarene University,Olathe,KS,1276,
Neosho County Community College,Chanute,KS,1040,
Pittsburg State University,Pittsburg,KS,5622,
Southwestern College,Winfield,KS,1252,
Washburn University,Topeka,KS,5906,
Wichita State University,Wichita,KS,9986,
Asbury College,Wilmore,KY,1125,
Ashland Community and Technical College,Ashland,KY,2430,
Bellarmine University,Louisville,KY,1936,
Berea College,Berea,KY,1520,
Bowling Green Technical College,Bowling Green,KY,1189,
Campbellsville University,Campbellsville,KY,1468,
Bluegrass Community and Technical College,Lexington,KY,9823,
Centre College,Danville,KY,1144,
University of the Cumberlands,Williamsburg,KY,1390,
Eastern Kentucky University,Richmond,KY,13169,
Elizabethtown Community and Technical College,Elizabethtown,KY,4196,
Georgetown College,Georgetown,KY,1349,
Hazard Community and Technical College,Hazard,KY,2262,
Henderson Community College,Henderson,KY,1120,
Hopkinsville Community College,Hopkinsville,KY,2740,
Jefferson Community and Technical College,Louisville,KY,10443,
National College-Lexington,Lexington,KY,2943,
Kentucky State University,Frankfort,KY,2070,
University of Kentucky,Lexington,KY,18960,
Lindsey Wilson College,Columbia,KY,1534,
University of Louisville,Louisville,KY,14025,
Madisonville Community College,Madisonville,KY,2512,
Maysville Community and Technical College,Maysville,KY,1811,
Mid-Continent University,Mayfield,KY,1169,
Midway College,Midway,KY,1315,
Morehead State University,Morehead,KY,6843,
Murray State University,Murray,KY,7862,
Gateway Community and Technical College,Covington,KY,2068,
Northern Kentucky University,Highland Heights,KY,12015,
West Kentucky Community and Technical College,Paducah,KY,3516,
Big Sandy Community and Technical College,Prestonsburg,KY,2466,
Somerset Community College,Somerset,KY,4665,
Southeast Kentucky Community and Technical College,Cumberland,KY,2070,
Spencerian College,Louisville,KY,1178,
Sullivan University,Louisville,KY,4173,
Thomas More College,Crestview Hills,KY,1185,
Transylvania University,Lexington,KY,1104,
Western Kentucky University,Bowling Green,KY,15415,
Bossier Parish Community College,Bossier City,LA,3979,
Delgado Community College,New Orleans,LA,10809,
Dillard University,New Orleans,LA,1124,
Grambling State University,Grambling,LA,4579,
Louisiana State University at Alexandria,Alexandria,LA,2680,
Louisiana State University and Agricultural & Mechanical College,Baton Rouge,LA,24276,
Louisiana State University-Eunice,Eunice,LA,2678,
Louisiana State University-Shreveport,Shreveport,LA,3156,
Louisiana Tech University,Ruston,LA,8604,
Loyola University New Orleans,New Orleans,LA,2957,
McNeese State University,Lake Charles,LA,7324,
University of New Orleans,New Orleans,LA,9156,
Nicholls State University,Thibodaux,LA,6085,
University of Louisiana at Monroe,Monroe,LA,7252,
Northwestern State University of Louisiana,Natchitoches,LA,8034,
Our Lady of Holy Cross College,New Orleans,LA,1103,
Our Lady of the Lake College,Baton Rouge,LA,1998,
Sowela Technical Community College,Lake Charles,LA,1257,
Southeastern Louisiana University,Hammond,LA,13454,
Southern University and A & M College,Baton Rouge,LA,7335,
Southern University at New Orleans,New Orleans,LA,1719,
Southern University at Shreveport,Shreveport,LA,2387,
University of Louisiana at Lafayette,Lafayette,LA,14623,
Tulane University of Louisiana,New Orleans,LA,6491,
Xavier University of Louisiana,New Orleans,LA,2264,
Andover College,Portland,ME,1030,
Bates College,Lewiston,ME,1744,
Bowdoin College,Brunswick,ME,1727,
Central Maine Community College,Auburn,ME,1708,
Colby College,Waterville,ME,1865,
Eastern Maine Community College,Bangor,ME,1170,
Husson College,Bangor,ME,1893,
Kennebec Valley Community College,Fairfield,ME,1382,
University of Maine at Augusta,Augusta,ME,4248,
University of Maine at Farmington,Farmington,ME,2270,
University of Maine,Orono,ME,8715,
University of Maine at Presque Isle,Presque Isle,ME,1295,
University of New England,Biddeford,ME,1723,
Saint Josephs College,Standish,ME,2160,
Southern Maine Community College,South Portland,ME,4689,
University of Southern Maine,Portland,ME,6764,
Allegany College of Maryland,Cumberland,MD,2799,
Anne Arundel Community College,Arnold,MD,11804,
Baltimore City Community College,Baltimore,MD,6440,
University of Baltimore,Baltimore,MD,2072,
Bowie State University,Bowie,MD,4034,
Cecil Community College,North East,MD,1761,
College of Southern Maryland,La Plata,MD,5795,
Chesapeake College,Wye Mills,MD,1902,
Coppin State University,Baltimore,MD,3219,
Frederick Community College,Frederick,MD,4825,
Frostburg State University,Frostburg,MD,4187,
Goucher College,Baltimore,MD,1414,
Hagerstown Business College,Hagerstown,MD,1063,
Hagerstown Community College,Hagerstown,MD,3029,
Harford Community College,Bel Air,MD,4625,
Hood College,Frederick,MD,1232,
Howard Community College,Columbia,MD,6272,
Johns Hopkins University,Baltimore,MD,5502,
Lincoln Technical Institute,Columbia,MD,1612,
Loyola College in Maryland,Baltimore,MD,3483,
University of Maryland-University College,Adelphi,MD,20683,
University of Maryland-Baltimore County,Baltimore,MD,9274,
University of Maryland-College Park,College Park,MD,24640,
Maryland Institute College of Art,Baltimore,MD,1957,
University of Maryland-Eastern Shore,Princess Anne,MD,3616,
Montgomery College,Rockville,MD,15843,
Morgan State University,Baltimore,MD,5926,
Mount St Mary's University,Emmitsburg,MD,1695,
College of Notre Dame of Maryland,Baltimore,MD,1539,
Prince George's Community College,Largo,MD,7711,
TESST College of Technology-Baltimore,Baltimore,MD,1293,
Salisbury University,Salisbury,MD,6519,
St Mary's College of Maryland,Saint Mary's City,MD,1892,
Towson University,Towson,MD,14882,
Villa Julie College,Stevenson,MD,2886,
Washington College,Chestertown,MD,1293,
McDaniel College,Westminster,MD,1711,
Wor-Wic Community College,Salisbury,MD,2799,
American International College,Springfield,MA,1443,
Amherst College,Amherst,MA,1648,
Assumption College,Worcester,MA,2314,
Babson College,Wellesley,MA,1776,
Bay Path College,Longmeadow,MA,1317,
Becker College,Worcester,MA,1729,
Bentley College,Waltham,MA,4296,
Berklee College of Music,Boston,MA,3894,
Berkshire Community College,Pittsfield,MA,1755,
Boston College,Chestnut Hill,MA,9396,
Boston University,Boston,MA,16479,
Brandeis University,Waltham,MA,3257,
Bridgewater State College,Bridgewater,MA,7573,
Bristol Community College,Fall River,MA,5495,
Bunker Hill Community College,Boston,MA,6160,
Cape Cod Community College,West Barnstable,MA,3116,
Clark University,Worcester,MA,2175,
Curry College,Milton,MA,2519,
Dean College,Franklin,MA,1100,
Eastern Nazarene College,Quincy,MA,1053,
Emerson College,Boston,MA,3216,
Emmanuel College,Boston,MA,2035,
Endicott College,Beverly,MA,1886,
Fisher College,Boston,MA,1062,
Fitchburg State College,Fitchburg,MA,3565,
Framingham State College,Framingham,MA,3442,
Gordon College,Wenham,MA,1523,
Greenfield Community College,Greenfield,MA,1886,
Hampshire College,Amherst,MA,1434,
Harvard University,Cambridge,MA,7100,
College of the Holy Cross,Worcester,MA,2790,
Holyoke Community College,Holyoke,MA,5758,
Lasell College,Newton,MA,1205,
Lesley University,Cambridge,MA,1566,
University of Massachusetts-Lowell,Lowell,MA,7407,
University of Massachusetts-Amherst,Amherst,MA,19299,
University of Massachusetts-Boston,Boston,MA,8108,
Massachusetts Bay Community College,Wellesley Hills,MA,4498,
Massachusetts College of Art,Boston,MA,1657,
Massachusetts Institute of Technology,Cambridge,MA,4114,
Massasoit Community College,Brockton,MA,5270,
Merrimack College,North Andover,MA,2246,
Middlesex Community College,Bedford,MA,7120,
Mount Holyoke College,South Hadley,MA,2134,
Mount Ida College,Newton,MA,1361,
Mount Wachusett Community College,Gardner,MA,3424,
Newbury College-Brookline,Brookline,MA,1258,
Nichols College,Dudley,MA,1215,
Massachusetts College of Liberal Arts,North Adams,MA,1397,
North Shore Community College,Danvers,MA,6091,
The New England Institute of Art,Brookline,MA,1410,
Northeastern University,Boston,MA,18001,
Northern Essex Community College,Haverhill,MA,5503,
Quincy College,Quincy,MA,3762,
Quinsigamond Community College,Worcester,MA,4785,
Roxbury Community College,Roxbury Crossing,MA,2117,
Salem State College,Salem,MA,6832,
Simmons College,Boston,MA,2009,
Smith College,Northampton,MA,2634,
Springfield College,Springfield,MA,3458,
Springfield Technical Community College,Springfield,MA,5115,
University of Massachusetts-Dartmouth,North Dartmouth,MA,7328,
Stonehill College,Easton,MA,2341,
Suffolk University,Boston,MA,4985,
Tufts University,Medford,MA,4982,
Wellesley College,Wellesley,MA,2215,
Wentworth Institute of Technology,Boston,MA,3596,
Western New England College,Springfield,MA,2804,
Westfield State College,Westfield,MA,4533,
Wheaton College,Norton,MA,1550,
Williams College,Williamstown,MA,1979,
Worcester Polytechnic Institute,Worcester,MA,2857,
Worcester State College,Worcester,MA,3958,
Adrian College,Adrian,MI,1026,
Albion College,Albion,MI,1919,
Alma College,Alma,MI,1173,
Alpena Community College,Alpena,MI,1921,
Andrews University,Berrien Springs,MI,1595,
Aquinas College,Grand Rapids,MI,1726,
Baker College of Owosso,Owosso,MI,2655,
Baker College of Flint,Flint,MI,5661,
Bay de Noc Community College,Escanaba,MI,1964,
Calvin College,Grand Rapids,MI,4053,
Central Michigan University,Mount Pleasant,MI,19815,
Mott Community College,Flint,MI,7282,
College for Creative Studies,Detroit,MI,1302,
Davenport University,Grand Rapids,MI,11674,
Delta College,University Center,MI,8130,
University of Detroit Mercy,Detroit,MI,2878,
Eastern Michigan University,Ypsilanti,MI,17897,
Ferris State University,Big Rapids,MI,11031,
Kettering University,Flint,MI,2290,
Cornerstone University,Grand Rapids,MI,1953,
Grand Rapids Community College,Grand Rapids,MI,13768,
Grand Valley State University,Allendale,MI,19388,
Henry Ford Community College,Dearborn,MI,11828,
Hope College,Holland,MI,3109,
Jackson Community College,Jackson,MI,5254,
Kalamazoo College,Kalamazoo,MI,1302,
Kalamazoo Valley Community College,Kalamazoo,MI,9946,
Kellogg Community College,Battle Creek,MI,4579,
Kirtland Community College,Roscommon,MI,1403,
Lake Michigan College,Benton Harbor,MI,3231,
Lake Superior State University,Sault Ste Marie,MI,2465,
Lansing Community College,Lansing,MI,13188,
Lawrence Technological University,Southfield,MI,2656,
Macomb Community College,Warren,MI,13162,
Madonna University,Livonia,MI,2988,
University of Michigan-Ann Arbor,Ann Arbor,MI,25422,
Michigan State University,East Lansing,MI,35521,
Michigan Technological University,Houghton,MI,5534,
University of Michigan-Dearborn,Dearborn,MI,6162,
University of Michigan-Flint,Flint,MI,5318,
Mid Michigan Community College,Harrison,MI,3052,
Monroe County Community College,Monroe,MI,2263,
Montcalm Community College,Sidney,MI,2150,
Baker College of Muskegon,Muskegon,MI,4943,
Muskegon Community College,Muskegon,MI,4448,
Everest Institute,Southfield,MI,1373,
North Central Michigan College,Petoskey,MI,2211,
Northern Michigan University,Marquette,MI,8644,
Northwestern Michigan College,Traverse City,MI,4006,
Northwood University,Midland,MI,3798,
Oakland Community College,Bloomfield Hills,MI,13277,
Oakland University,Rochester Hills,MI,13194,
Saginaw Valley State University,University Center,MI,7678,
Schoolcraft College,Livonia,MI,9418,
